date,read_bytes,write_bytes
2016-03-13,14460730975662.5,32810741112808.1
2016-03-14,0.0,0.0
2016-03-15,0.0,0.0
2016-03-16,528671714490964.0,328560993775318.0
2016-03-17,571651921736029.0,332502966209383.0
2016-03-18,179152276279820.0,287555679805024.0
2016-03-19,129933105623280.0,169972566450517.0
2016-03-20,177054745115614.0,191397370991896.0
2016-03-21,206095994771109.0,175928773619736.0
2016-03-22,24156117345146.5,65580829146412.7
2016-03-23,53167003216380.8,164001900110459.0
2016-03-25,5557289656389.22,11042036691830.2
2016-03-26,119113247984645.0,216559017233946.0
2016-03-27,81238782953160.0,197299647973458.0
2016-03-28,266070088010843.0,337248561781830.0
2016-03-29,115498612063818.0,204012877468030.0
2016-03-30,421397776750832.0,271944406546589.0
2016-03-31,211122811306489.0,233326107859950.0
2016-04-01,355827736388727.0,319335161821688.0
2016-04-02,1.46480517312122e+15,255606664968046.0
2016-04-03,104188107340082.0,234967499085407.0
2016-04-04,394427903620139.0,258195409558635.0
2016-04-05,349731715708926.0,296409025501436.0
2016-04-06,653750742087958.0,171355645379708.0
2016-04-07,260853175798195.0,281027495501283.0
2016-04-08,345763832131769.0,243430868784424.0
2016-04-09,349666558557886.0,326968189418950.0
2016-04-10,224031779768488.0,161996025103337.0
2016-04-11,174691107416062.0,204222597797473.0
2016-04-12,240102930826869.0,232629952403535.0
